,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_color,ring_number,ring_type,spore_print_color,population,habitat
2070,f,f,g,t,n,f,c,b,n,t,s,s,g,p,w,o,p,k,y,d
5728,f,s,g,t,f,f,c,b,p,t,s,s,w,w,w,o,p,h,v,u
749,f,s,y,t,a,f,w,n,n,t,s,s,w,w,w,o,p,u,v,d
3800,f,y,e,t,n,f,c,b,w,t,s,s,g,w,w,o,p,n,y,d
6822,f,y,e,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,l
1801,x,f,g,f,n,f,w,b,h,t,s,f,w,w,w,o,e,n,a,g
6903,k,y,e,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p
4550,x,y,y,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,y,p
6669,x,s,e,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l
432,b,s,y,t,l,f,c,b,g,e,s,s,w,w,w,o,p,n,s,g
943,x,f,g,f,n,f,w,b,p,t,s,s,w,w,w,o,e,n,s,g
3885,x,f,g,f,c,f,w,n,g,e,s,s,w,w,w,o,p,n,s,d
5468,f,s,w,t,f,f,c,b,p,t,s,s,w,w,w,o,p,h,v,u
2905,x,y,g,t,n,f,c,b,w,t,s,s,w,w,w,o,p,k,v,d
7229,k,s,w,f,n,f,w,b,w,e,k,k,w,w,w,t,p,w,n,g
2654,x,y,g,t,n,f,c,b,p,t,s,s,p,g,w,o,p,k,v,d
4554,x,f,y,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,v,p
348,f,s,g,f,n,f,w,b,n,t,s,f,w,w,w,o,e,k,s,g
88,f,y,n,t,l,f,c,b,w,e,s,y,w,w,w,o,p,k,y,g
7301,k,s,g,f,n,f,w,b,p,e,k,s,w,w,w,t,p,w,n,g
2450,f,f,g,t,n,f,c,b,p,t,s,s,p,w,w,o,p,n,y,d
3179,x,y,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,v,g
2227,x,f,w,f,n,f,w,b,k,t,f,f,w,w,w,o,e,n,s,g
1483,x,s,n,f,n,f,w,b,k,t,s,s,w,w,w,o,e,k,a,g
2408,x,y,e,t,n,f,c,b,w,t,s,s,g,w,w,o,p,k,y,d
3136,f,f,e,t,n,f,c,b,p,t,s,s,g,w,w,o,p,k,v,d
6838,x,s,n,f,f,f,c,n,b,t,k,s,w,p,w,o,e,w,v,p
5236,f,s,g,t,f,f,c,b,w,t,s,f,w,w,w,o,p,h,v,u
938,f,s,g,f,n,f,w,b,n,t,f,s,w,w,w,o,e,k,a,g
4883,f,f,y,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,y,p
5954,f,f,y,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,y,p
3890,f,y,g,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,y,g
1959,f,y,n,t,p,f,c,n,w,e,s,s,w,w,w,o,p,n,s,g
1844,x,y,e,t,n,f,c,b,p,t,s,s,p,g,w,o,p,k,v,d
2484,x,f,e,t,n,f,c,b,p,t,s,s,w,g,w,o,p,k,v,d
5724,f,s,e,t,n,f,c,b,e,e,s,s,w,e,w,t,e,w,c,w
2864,x,y,g,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,v,d
1678,f,s,n,f,n,f,w,b,n,t,s,s,w,w,w,o,e,k,a,g
454,b,s,w,t,l,f,c,b,g,e,s,s,w,w,w,o,p,n,n,m
7033,k,s,n,f,n,a,c,b,o,e,s,s,o,o,n,o,p,n,c,l
6925,f,y,n,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,d
3564,x,y,n,t,n,f,c,b,w,t,s,s,g,w,w,o,p,n,y,d
4085,x,y,g,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,v,p
4365,f,s,b,t,f,f,c,b,h,t,s,s,w,w,w,o,p,h,v,u
7388,k,s,n,f,n,a,c,b,o,e,s,s,o,o,o,o,p,y,v,l
4694,x,y,g,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,v,p
346,x,f,y,t,l,f,w,n,n,t,s,s,w,w,w,o,p,n,v,d
5121,f,s,b,t,f,f,c,b,p,t,s,s,w,w,w,o,p,h,v,g
3172,f,f,e,t,n,f,c,b,n,t,s,s,w,w,w,o,p,n,y,d
4758,f,y,g,f,f,f,c,b,p,e,k,k,p,b,w,o,l,h,v,g
7673,f,y,c,t,n,f,c,b,w,e,s,s,w,w,w,t,p,w,v,p
7533,x,s,n,f,n,f,c,b,w,e,y,y,n,n,w,t,p,w,y,p
6130,x,y,e,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,d
5248,b,y,w,t,n,f,c,b,w,e,s,s,w,w,w,t,p,r,v,g
6229,f,y,n,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d
7501,k,s,n,f,s,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
5937,f,y,p,t,n,f,c,b,e,e,s,s,w,w,w,t,e,w,c,w
1164,x,s,w,f,n,f,w,b,k,t,f,f,w,w,w,o,e,k,s,g
7973,x,y,e,f,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,p
4287,f,y,g,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,y,p
1628,f,s,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,n,s,u
652,f,y,y,t,a,f,c,b,w,e,s,y,w,w,w,o,p,k,y,g
1470,x,y,e,t,n,f,c,b,u,t,s,s,g,w,w,o,p,n,y,d
6400,f,s,e,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,l
688,x,y,y,t,l,f,c,b,w,e,s,s,w,w,w,o,p,k,n,m
4828,x,s,g,t,f,f,c,b,p,t,f,f,w,w,w,o,p,h,s,u
1426,f,s,n,f,n,f,w,b,p,t,s,s,w,w,w,o,e,n,s,g
1918,f,f,n,f,n,f,w,b,k,t,s,f,w,w,w,o,e,k,s,g
7038,k,y,e,f,s,f,c,n,b,t,k,s,w,p,w,o,e,w,v,p
2382,x,y,g,t,n,f,c,b,n,t,s,s,p,g,w,o,p,k,v,d
6485,f,s,e,f,y,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p
7486,x,f,g,f,n,f,w,b,p,e,s,s,w,w,w,t,p,w,n,g
7553,k,y,n,f,s,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l
201,b,s,w,t,l,f,c,b,w,e,s,s,w,w,w,o,p,k,s,g
5203,x,y,y,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,v,d
7822,k,y,n,f,f,f,c,n,b,t,s,k,w,p,w,o,e,w,v,p
6269,x,s,e,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,d
4209,x,y,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,y,g
6881,f,y,n,f,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l
20,b,s,y,t,a,f,c,b,k,e,s,s,w,w,w,o,p,n,s,m
5252,k,y,b,t,n,f,c,b,w,e,s,s,w,e,w,t,e,w,c,w
2518,f,s,w,f,n,f,w,b,n,t,f,s,w,w,w,o,e,n,s,g
6574,k,s,e,f,y,f,c,n,b,t,k,s,p,w,w,o,e,w,v,l
168,x,y,n,t,l,f,c,b,w,e,s,y,w,w,w,o,p,k,y,g
935,f,s,w,f,n,f,w,b,p,t,s,f,w,w,w,o,e,k,s,g
3520,f,y,g,t,n,f,c,b,w,t,s,s,p,g,w,o,p,n,v,d
6638,k,y,n,f,y,f,c,n,b,t,s,k,w,p,w,o,e,w,v,p
6456,f,y,n,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,l
5169,x,y,n,t,n,f,c,b,e,e,s,s,e,w,w,t,e,w,c,w
5588,x,s,p,t,n,f,c,b,w,e,s,s,e,w,w,t,e,w,c,w
439,x,y,n,t,a,f,c,b,p,e,s,y,w,w,w,o,p,n,y,p
4815,f,f,g,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,v,d
1024,f,y,w,t,p,f,c,n,n,e,s,s,w,w,w,o,p,k,v,u
6061,f,y,n,f,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d
5651,f,y,y,f,f,f,c,b,p,e,k,k,n,n,w,o,l,h,y,p
1085,f,f,g,f,n,f,w,b,p,t,s,f,w,w,w,o,e,n,s,g
7121,k,y,n,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d
5171,f,s,b,t,f,f,c,b,h,t,f,s,w,w,w,o,p,h,v,g
5470,x,s,w,t,f,f,c,b,w,t,f,s,w,w,w,o,p,h,s,g
1511,f,s,g,f,n,f,w,b,k,t,s,s,w,w,w,o,e,k,s,g
8035,b,f,w,f,n,f,w,b,p,e,k,s,w,w,w,t,p,w,n,g
639,x,y,w,t,a,f,c,b,g,e,s,s,w,w,w,o,p,k,s,m
93,x,y,y,t,l,f,c,b,g,e,s,s,w,w,w,o,p,k,n,m
7319,b,f,w,f,n,f,w,b,p,e,k,k,w,w,w,t,p,w,n,g
3046,x,y,e,t,n,f,c,b,n,t,s,s,p,p,w,o,p,k,v,d
641,x,y,n,t,a,f,c,b,n,e,s,y,w,w,w,o,p,n,y,g
403,b,s,y,t,l,f,c,b,w,e,s,s,w,w,w,o,p,n,s,m
1358,f,f,n,f,n,f,w,b,n,t,f,s,w,w,w,o,e,n,a,g
7073,f,s,c,t,n,f,c,b,w,e,s,s,w,w,w,t,p,w,y,p
6776,x,s,e,f,y,f,c,n,b,t,k,s,p,w,w,o,e,w,v,l
4246,f,f,g,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,y,g
315,x,y,w,t,p,f,c,n,k,e,s,s,w,w,w,o,p,k,v,u
4335,f,y,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,y,g
937,x,f,n,f,n,f,w,b,p,t,s,s,w,w,w,o,e,k,s,g
1812,x,s,n,t,p,f,c,n,n,e,s,s,w,w,w,o,p,k,v,g
7029,x,s,n,f,s,f,c,n,b,t,k,s,w,p,w,o,e,w,v,d
3874,x,s,g,f,c,f,c,n,n,e,s,s,w,w,w,o,p,n,v,d
7920,k,y,e,f,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,l
4580,x,f,y,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,y,d
1721,f,s,w,f,n,f,w,b,p,t,f,s,w,w,w,o,e,k,a,g
2181,x,y,n,t,n,f,c,b,u,t,s,s,g,p,w,o,p,n,v,d
3349,x,f,g,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,y,p
5465,x,y,n,f,y,f,c,n,b,t,s,s,p,p,w,o,e,w,v,p
7323,x,y,n,f,m,f,c,b,y,e,k,y,c,c,w,n,n,w,c,d
3613,f,y,n,t,n,f,c,b,n,t,s,s,w,g,w,o,p,k,y,d
2377,f,s,w,f,n,f,w,b,k,t,s,s,w,w,w,o,e,k,s,g
7882,x,f,w,f,n,f,w,b,p,e,s,k,w,w,w,t,p,w,s,g
1506,f,s,n,t,p,f,c,n,w,e,s,s,w,w,w,o,p,k,s,u
3641,f,y,g,t,n,f,c,b,p,t,s,s,g,g,w,o,p,k,y,d
7303,k,s,e,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,p
5880,x,s,b,t,f,f,c,b,h,t,s,f,w,w,w,o,p,h,v,g
2927,x,f,g,t,n,f,c,b,p,t,s,s,w,g,w,o,p,k,v,d
719,s,f,n,f,n,f,c,n,g,e,s,s,w,w,w,o,p,k,v,u
1355,f,f,w,f,n,f,w,b,h,t,f,f,w,w,w,o,e,k,a,g
1347,x,s,w,f,n,f,w,b,p,t,f,f,w,w,w,o,e,k,s,g
2414,x,f,g,t,n,f,c,b,u,t,s,s,p,p,w,o,p,n,v,d
1352,f,s,w,f,n,f,w,b,h,t,f,f,w,w,w,o,e,n,s,g
6302,x,y,e,f,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l
159,b,s,y,t,a,f,c,b,g,e,s,s,w,w,w,o,p,k,s,g
1288,x,f,n,t,n,f,c,b,p,t,s,s,w,g,w,o,p,k,y,d
7105,x,s,e,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p
4395,f,y,g,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,y,p
4020,f,y,g,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,v,g
3347,f,y,g,t,n,f,c,b,w,t,s,s,w,w,w,o,p,n,y,d
7295,k,y,y,f,n,f,w,n,y,e,y,y,y,y,y,o,e,w,c,l
5022,f,y,y,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,y,d
4458,x,y,y,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,y,g
582,x,y,w,t,l,f,c,b,k,e,s,s,w,w,w,o,p,k,n,g
5587,b,y,p,t,n,f,c,b,w,e,s,s,w,w,w,t,p,r,v,m
2112,x,s,w,t,p,f,c,n,w,e,s,s,w,w,w,o,p,n,v,g
146,f,f,w,f,n,f,w,b,k,t,s,f,w,w,w,o,e,n,a,g
3500,x,f,w,f,c,f,w,n,u,e,s,s,w,w,w,o,p,k,s,d
8059,k,s,n,f,f,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p
4046,x,y,g,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,y,d
1782,x,s,w,f,n,f,w,b,k,t,f,s,w,w,w,o,e,k,a,g
1901,x,s,w,f,n,f,w,b,h,t,f,f,w,w,w,o,e,n,a,g
1200,x,y,w,t,l,f,c,b,w,e,s,s,w,w,w,o,p,n,n,g
4383,x,y,y,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,v,p
133,x,y,y,t,l,f,c,b,g,e,s,s,w,w,w,o,p,k,s,m
7722,f,s,n,f,s,f,c,n,b,t,k,s,p,w,w,o,e,w,v,p
7968,k,s,n,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l
6652,f,y,e,f,s,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p
4916,x,y,y,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,y,d
3683,x,s,w,f,c,f,c,n,u,e,s,s,w,w,w,o,p,k,s,d
452,b,s,y,t,l,f,c,b,g,e,s,s,w,w,w,o,p,k,n,m
1480,f,s,n,f,n,f,w,b,k,t,f,f,w,w,w,o,e,n,a,g
5129,x,s,b,t,f,f,c,b,p,t,s,s,w,w,w,o,p,h,v,g
5744,f,y,b,t,n,f,c,b,g,e,s,s,w,w,w,t,p,r,v,m
1032,x,f,g,f,n,f,w,b,p,t,s,f,w,w,w,o,e,n,s,g
5249,f,y,y,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,y,g
789,x,y,y,t,l,f,c,b,p,e,s,y,w,w,w,o,p,k,y,p
3884,f,y,n,t,n,f,c,b,u,t,s,s,g,w,w,o,p,n,y,d
6050,f,s,n,f,s,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
5194,x,y,n,f,f,f,c,n,b,t,k,k,w,p,w,o,e,w,v,l
4237,f,f,y,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,v,d
7321,k,s,e,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
2717,f,f,e,t,n,f,c,b,w,t,s,s,g,p,w,o,p,n,v,d
6755,f,y,n,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,d
4678,x,f,y,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,y,d
2702,x,y,e,t,n,f,c,b,n,t,s,s,g,w,w,o,p,k,v,d
1522,x,s,w,f,n,f,w,b,k,t,s,s,w,w,w,o,e,n,a,g
5593,f,y,p,t,n,f,c,b,r,e,s,s,w,w,w,t,p,r,v,m
863,x,y,w,t,a,f,c,b,g,e,s,s,w,w,w,o,p,n,n,g
3082,x,f,g,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,v,p
8042,x,s,n,f,n,a,c,b,y,e,s,s,o,o,o,o,p,b,c,l
1797,f,s,w,f,n,f,w,b,p,t,f,s,w,w,w,o,e,n,a,g
316,x,s,y,t,a,f,w,n,w,t,s,s,w,w,w,o,p,n,v,d
7526,x,s,n,f,n,a,c,b,n,e,s,s,o,o,n,o,p,n,c,l
6310,f,s,n,f,f,f,c,n,b,t,k,s,w,p,w,o,e,w,v,l
3631,x,f,e,t,n,f,c,b,w,t,s,s,g,g,w,o,p,k,y,d
7081,x,y,e,f,s,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
3298,x,f,g,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,v,g
3812,f,y,e,t,n,f,c,b,u,t,s,s,p,p,w,o,p,n,v,d
6809,x,s,e,f,y,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d
3421,x,f,g,f,c,f,w,n,g,e,s,s,w,w,w,o,p,k,v,d
7214,k,s,e,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l
145,x,f,g,f,n,f,w,b,k,t,f,f,w,w,w,o,e,k,s,g
1096,x,f,g,f,n,f,w,b,p,t,s,s,w,w,w,o,e,k,a,g
7422,f,s,p,t,n,f,c,b,w,e,s,s,w,w,w,t,p,w,y,p
2482,x,s,p,f,c,f,w,n,u,e,s,s,w,w,w,o,p,n,s,d
1395,x,f,n,t,n,f,c,b,p,t,s,s,w,p,w,o,p,n,y,d
5679,x,y,n,t,n,f,c,b,w,e,s,s,e,e,w,t,e,w,c,w
5752,b,s,p,t,n,f,c,b,r,e,s,s,w,w,w,t,p,r,v,g
5275,f,s,w,t,f,f,c,b,h,t,f,s,w,w,w,o,p,h,v,g
2493,x,y,g,t,n,f,c,b,w,t,s,s,w,p,w,o,p,n,v,d
1055,b,s,y,t,l,f,c,b,k,e,s,s,w,w,w,o,p,k,s,g
2706,x,f,e,t,n,f,c,b,u,t,s,s,g,w,w,o,p,n,y,d
2384,x,f,n,t,n,f,c,b,w,t,s,s,p,p,w,o,p,n,v,d
4181,f,f,g,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,y,d
8065,k,s,n,f,n,a,c,b,y,e,s,s,o,o,o,o,p,b,v,l
311,x,y,w,t,p,f,c,n,n,e,s,s,w,w,w,o,p,n,v,g
4660,f,y,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,v,g
4115,f,f,y,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,v,g
6343,f,y,n,f,y,f,c,n,b,t,k,k,w,p,w,o,e,w,v,d
2231,x,f,e,t,n,f,c,b,w,t,s,s,w,p,w,o,p,k,v,d
7665,f,s,n,f,n,a,c,b,y,e,s,s,o,o,o,o,p,n,v,l
4156,f,y,e,t,n,f,c,b,n,t,s,s,p,p,w,o,p,n,y,d
3020,f,f,n,t,n,f,c,b,w,t,s,s,p,w,w,o,p,k,v,d
7825,b,s,n,f,n,a,c,b,y,e,s,s,o,o,n,o,p,b,v,l
4609,x,y,y,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,v,g
1256,f,s,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,n,s,g
3207,f,y,g,t,n,f,c,b,u,t,s,s,g,p,w,o,p,k,y,d
1870,x,s,n,f,n,f,w,b,n,t,s,f,w,w,w,o,e,k,s,g
3419,f,y,e,t,n,f,c,b,w,t,s,s,g,g,w,o,p,k,y,d
6941,f,y,n,t,n,f,c,b,w,e,s,s,w,w,w,t,p,w,v,p
6195,x,y,e,f,s,f,c,n,b,t,k,k,p,p,w,o,e,w,v,p
933,x,s,y,t,l,f,c,b,k,e,s,s,w,w,w,o,p,n,s,g
7588,k,s,n,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,p
6779,x,s,n,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
1544,x,f,w,f,n,f,w,b,p,t,f,s,w,w,w,o,e,k,a,g
4468,x,f,y,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,y,d
3103,f,f,y,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,y,p
2934,x,y,n,t,n,f,c,b,w,t,s,s,g,g,w,o,p,k,v,d
1021,b,s,y,t,a,f,c,b,w,e,s,s,w,w,w,o,p,k,n,m
3241,f,y,g,t,n,f,c,b,n,t,s,s,p,p,w,o,p,k,v,d
2165,x,f,e,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,y,d
499,b,s,y,t,l,f,c,b,w,e,s,s,w,w,w,o,p,k,n,m
2736,x,y,e,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,y,d
4132,x,y,y,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,v,d
6444,f,s,n,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,l
1611,f,s,w,f,n,f,w,b,p,t,f,f,w,w,w,o,e,n,a,g
629,b,s,w,t,a,f,c,b,k,e,s,s,w,w,w,o,p,k,n,g
5066,f,f,y,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,y,d
1169,b,s,w,t,a,f,c,b,g,e,s,s,w,w,w,o,p,n,n,m
776,x,y,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,n,s,u
6770,f,y,e,f,y,f,c,n,b,t,s,s,p,p,w,o,e,w,v,p
4779,x,s,p,f,c,f,w,n,g,e,s,s,w,w,w,o,p,k,v,d
3893,f,y,g,t,n,f,c,b,p,t,s,s,g,w,w,o,p,n,v,d
5443,x,y,p,t,n,f,c,b,e,e,s,s,e,e,w,t,e,w,c,w
2065,x,y,n,t,n,f,c,b,u,t,s,s,p,w,w,o,p,k,v,d
6240,f,y,n,f,s,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l
1804,f,f,n,t,n,f,c,b,n,t,s,s,p,g,w,o,p,n,y,d
3400,x,s,g,f,c,f,c,n,n,e,s,s,w,w,w,o,p,k,s,d
4371,x,y,y,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,v,d
1670,x,y,y,t,l,f,c,b,g,e,s,s,w,w,w,o,p,n,s,g
5794,f,y,n,f,n,f,w,n,w,e,s,f,w,n,w,o,e,w,v,l
2994,x,f,e,t,n,f,c,b,u,t,s,s,w,w,w,o,p,k,v,d
7576,k,f,g,f,n,f,w,b,w,e,k,s,w,w,w,t,p,w,n,g
7860,b,s,w,f,n,f,w,b,p,e,k,k,w,w,w,t,p,w,n,g
7182,f,s,n,f,n,a,c,b,n,e,s,s,o,o,n,o,p,n,c,l
7967,f,y,n,f,f,f,c,n,b,t,k,s,w,p,w,o,e,w,v,d
1239,x,s,n,f,n,f,w,b,h,t,s,f,w,w,w,o,e,k,s,g
7726,k,s,n,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,d
2916,x,y,e,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,y,d
3176,f,f,e,t,n,f,c,b,w,t,s,s,p,p,w,o,p,k,y,d
5700,f,y,y,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,v,p
4100,x,y,e,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,d
1960,x,f,g,t,n,f,c,b,u,t,s,s,w,g,w,o,p,k,y,d
3581,x,f,g,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,v,g
3086,f,y,e,t,n,f,c,b,u,t,s,s,g,w,w,o,p,k,y,d
5708,x,s,g,t,f,f,c,b,p,t,s,s,w,w,w,o,p,h,s,u
1649,x,f,n,f,n,f,w,b,n,t,s,s,w,w,w,o,e,n,s,g
4095,x,f,e,t,n,f,c,b,w,t,s,s,p,p,w,o,p,k,v,d
7932,k,s,e,f,s,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
636,f,y,y,t,a,f,c,b,p,e,s,y,w,w,w,o,p,k,s,g
7368,x,y,c,f,m,a,c,b,w,e,k,y,c,c,w,n,n,w,c,d
2501,x,f,n,f,n,f,w,b,k,t,f,s,w,w,w,o,e,n,a,g
683,b,s,y,t,a,f,c,b,w,e,s,s,w,w,w,o,p,k,n,g
4696,f,y,n,t,n,f,c,b,n,t,s,s,w,g,w,o,p,n,y,d
6992,k,y,e,f,y,f,c,n,b,t,k,s,w,p,w,o,e,w,v,l
3758,f,f,y,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,y,p
5073,f,f,g,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,v,g
1423,f,f,g,f,n,f,w,b,n,t,s,s,w,w,w,o,e,n,s,g
5373,x,s,w,t,f,f,c,b,p,t,f,s,w,w,w,o,p,h,s,g
2813,x,y,g,t,n,f,c,b,p,t,s,s,g,w,w,o,p,n,y,d
6787,x,y,e,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l
1194,b,s,w,t,a,f,c,b,g,e,s,s,w,w,w,o,p,k,n,g
7931,f,s,n,f,n,f,c,b,w,e,y,y,n,n,w,t,p,w,y,p
4670,f,f,y,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,y,g
2499,x,y,g,t,n,f,c,b,p,t,s,s,w,g,w,o,p,k,v,d
7560,x,f,g,f,n,f,w,b,w,e,k,s,w,w,w,t,p,w,n,g
2799,x,f,e,t,n,f,c,b,n,t,s,s,w,p,w,o,p,k,v,d
1374,x,y,n,t,p,f,c,n,p,e,s,s,w,w,w,o,p,k,s,g
4377,f,y,g,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,y,d
7657,x,s,e,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l
4004,x,y,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,y,p
6327,x,s,e,f,y,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l
1872,f,f,w,f,n,f,w,b,n,t,s,f,w,w,w,o,e,k,a,g
2531,x,y,e,t,n,f,c,b,w,t,s,s,p,p,w,o,p,k,y,d
3972,f,y,n,t,n,f,c,b,u,t,s,s,p,p,w,o,p,n,v,d
1123,x,f,n,t,n,f,c,b,p,t,s,s,p,p,w,o,p,k,v,d
3307,f,y,n,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,y,d
7536,f,y,c,f,m,f,c,b,y,e,k,y,c,c,w,n,n,w,c,d
6938,b,s,w,f,n,f,w,b,p,e,s,s,w,w,w,t,p,w,n,g
966,f,s,n,t,p,f,c,n,w,e,s,s,w,w,w,o,p,k,s,g
190,x,f,w,f,n,f,w,b,p,t,s,f,w,w,w,o,e,k,s,g
1538,x,s,g,f,n,f,w,b,p,t,f,f,w,w,w,o,e,n,s,g
6752,b,f,g,f,n,f,w,b,w,e,s,s,w,w,w,t,p,w,s,g
3688,f,y,n,t,n,f,c,b,w,t,s,s,g,g,w,o,p,k,y,d
342,x,s,y,t,a,f,c,b,g,e,s,s,w,w,w,o,p,k,s,m
7826,k,y,n,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,d
2047,x,f,n,f,n,f,w,b,h,t,f,s,w,w,w,o,e,k,s,g
2822,x,y,e,t,n,f,c,b,n,t,s,s,p,g,w,o,p,n,y,d
6666,x,y,e,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d
1142,f,f,w,f,n,f,w,b,h,t,s,f,w,w,w,o,e,n,s,g
6526,f,s,n,f,s,f,c,n,b,t,k,s,w,w,w,o,e,w,v,l
6031,f,y,e,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,p
7566,x,f,g,f,n,f,w,b,w,e,s,s,w,w,w,t,p,w,s,g
1439,x,s,w,f,n,f,w,b,n,t,f,s,w,w,w,o,e,n,s,g
6100,x,s,n,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
2739,x,y,e,t,n,f,c,b,u,t,s,s,p,w,w,o,p,k,y,d
1449,f,s,g,f,n,f,w,b,k,t,f,s,w,w,w,o,e,n,s,g
3385,x,f,e,t,n,f,c,b,u,t,s,s,p,w,w,o,p,k,v,d
